Username,Tweet,Place,ID,Created,User,Entities
Rodrigue9Lyndon,"Well said Sonu Nigam.
#HindiLanguage #HindiIsNationalLanguage #hindimust https://t.co/9wU3PTqUKb","Greater Mohali', full_name='Greater Mohali, India', country_code='IN', country='India',",1521488130607562753,2022-05-03 13:53:32+00:00,"User(_api=<tweepy.api.API object at 0x134a3bd00>, _json={'id': 1484221438848815104, 'id_str': '1484221438848815104', 'name': 'LYNDON RODRIGUES 🎯', 'screen_name': 'Rodrigue9Lyndon', 'location': 'Goa, India', 'description': 'Second stint with #twitter  | Tweets are personal | Too dead to die |', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 112, 'friends_count': 231, 'listed_count': 0, 'created_at': 'Thu Jan 20 17:49:29 +0000 2022', 'favourites_count': 463, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 1095, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1491822958347649025/iWI3vR25_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1491822958347649025/iWI3vR25_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1484221438848815104/1644513285', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=1484221438848815104, id_str='1484221438848815104', name='LYNDON RODRIGUES 🎯', screen_name='Rodrigue9Lyndon', location='Goa, India', description='Second stint with #twitter  | Tweets are personal | Too dead to die |', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=112, friends_count=231, listed_count=0, created_at=datetime.datetime(2022, 1, 20, 17, 49, 29, tzinfo=datetime.timezone.utc), favourites_count=463, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=1095, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1491822958347649025/iWI3vR25_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1491822958347649025/iWI3vR25_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1484221438848815104/1644513285', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])","{'hashtags': [{'text': 'HindiLanguage', 'indices': [22, 36]}, {'text': 'HindiIsNationalLanguage', 'indices': [37, 61]}, {'text': 'hindimust', 'indices': [62, 72]}], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/9wU3PTqUKb', 'expanded_url': 'https://twitter.com/SushantNMehta/status/1521099963953942529', 'display_url': 'twitter.com/SushantNMehta/…', 'indices': [73, 96]}]}"
rashbeck,A language hardly 500 yrs old vs the oldest language spoken in the world right now. This debate is dumb to even start. #HindiIsNotNationalLanguage #Tamil #dumbfucks,"Auckland', full_name='Auckland, New Zealand', country_code='NZ', country='New Zealand',",1521483733802663942,2022-05-03 13:36:04+00:00,"User(_api=<tweepy.api.API object at 0x11387bd00>, _json={'id': 110333469, 'id_str': '110333469', 'name': 'Rakesh Prithiviraj', 'screen_name': 'rashbeck', 'location': 'Auckland, New Zealand', 'description': ""I'm an hardcore sport follower. With a lot of passion for Football, cricket, F1, rugby n Tennis... Im also a landscape & astro photographer."", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 14, 'friends_count': 57, 'listed_count': 0, 'created_at': 'Mon Feb 01 05:10:46 +0000 2010', 'favourites_count': 575, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 605, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'C0DEED', 'profile_background_image_url': 'http://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_image_url_https': 'https://abs.twimg.com/images/themes/theme1/bg.png', 'profile_background_tile': True, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1509899803366666245/uqmqxgWG_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1509899803366666245/uqmqxgWG_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/110333469/1648823141', 'profile_link_color': '0084B4', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': False, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=110333469, id_str='110333469', name='Rakesh Prithiviraj', screen_name='rashbeck', location='Auckland, New Zealand', description=""I'm an hardcore sport follower. With a lot of passion for Football, cricket, F1, rugby n Tennis... Im also a landscape & astro photographer."", url=None, entities={'description': {'urls': []}}, protected=False, followers_count=14, friends_count=57, listed_count=0, created_at=datetime.datetime(2010, 2, 1, 5, 10, 46, tzinfo=datetime.timezone.utc), favourites_count=575, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=605, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='C0DEED', profile_background_image_url='http://abs.twimg.com/images/themes/theme1/bg.png', profile_background_image_url_https='https://abs.twimg.com/images/themes/theme1/bg.png', profile_background_tile=True, profile_image_url='http://pbs.twimg.com/profile_images/1509899803366666245/uqmqxgWG_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1509899803366666245/uqmqxgWG_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/110333469/1648823141', profile_link_color='0084B4', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=False, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])","{'hashtags': [{'text': 'HindiIsNotNationalLanguage', 'indices': [119, 146]}, {'text': 'Tamil', 'indices': [147, 153]}, {'text': 'dumbfucks', 'indices': [154, 164]}], 'symbols': [], 'user_mentions': [], 'urls': []}"
Rckannadiga2,"@CMofKarnataka @AmitShah @BSBommai @JoshiPralhad ನಿಮ್ಮ ಪಕ್ಷದ ಫೇವರ್ ಗೆ ಹಿಂದಿ ಹೇರಿಕೆ ಯಾಕೇ.

#StopHindiImposition","Karnataka', full_name='Karnataka, India', country_code='IN', country='India',",1521477868613644289,2022-05-03 13:12:46+00:00,"User(_api=<tweepy.api.API object at 0x11f72bd00>, _json={'id': 1425017626325966852, 'id_str': '1425017626325966852', 'name': 'ಆರ್ ಸಿ ಕನ್ನಡಿಗ', 'screen_name': 'Rckannadiga2', 'location': 'Malur, India', 'description': ""ನರ್ಕಕಿಳ್ಸಿ ನಾಲ್ಗೆ ಸೀಳ್ಸಿ ಹೊಲ್ಗೆ ಹಾಕಿದ್ರು ಮೂಗ್ನಲ್ 'ಕನ್ನಡ' ಪದವಾಡ್ತೀನಿ."", 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 39, 'friends_count': 15, 'listed_count': 0, 'created_at': 'Tue Aug 10 08:54:22 +0000 2021', 'favourites_count': 443, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 2059, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1519558713144537089/UllBDYk2_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1519558713144537089/UllBDYk2_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1425017626325966852/1632281390', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=1425017626325966852, id_str='1425017626325966852', name='ಆರ್ ಸಿ ಕನ್ನಡಿಗ', screen_name='Rckannadiga2', location='Malur, India', description=""ನರ್ಕಕಿಳ್ಸಿ ನಾಲ್ಗೆ ಸೀಳ್ಸಿ ಹೊಲ್ಗೆ ಹಾಕಿದ್ರು ಮೂಗ್ನಲ್ 'ಕನ್ನಡ' ಪದವಾಡ್ತೀನಿ."", url=None, entities={'description': {'urls': []}}, protected=False, followers_count=39, friends_count=15, listed_count=0, created_at=datetime.datetime(2021, 8, 10, 8, 54, 22, tzinfo=datetime.timezone.utc), favourites_count=443, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=2059, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1519558713144537089/UllBDYk2_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1519558713144537089/UllBDYk2_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1425017626325966852/1632281390', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])","{'hashtags': [{'text': 'StopHindiImposition', 'indices': [90, 110]}], 'symbols': [], 'user_mentions': [{'screen_name': 'CMofKarnataka', 'name': 'CM of Karnataka', 'id': 2713703797, 'id_str': '2713703797', 'indices': [0, 14]}, {'screen_name': 'AmitShah', 'name': 'Amit Shah', 'id': 1447949844, 'id_str': '1447949844', 'indices': [15, 24]}, {'screen_name': 'BSBommai', 'name': 'Basavaraj S Bommai', 'id': 2955117367, 'id_str': '2955117367', 'indices': [25, 34]}, {'screen_name': 'JoshiPralhad', 'name': 'Pralhad Joshi', 'id': 2845994058, 'id_str': '2845994058', 'indices': [35, 48]}], 'urls': []}"
VeereshCycleK,"@Paii027 @ajavgal @CMofKarnataka @AmitShah @BSBommai @JoshiPralhad ಗುರುಗಳೇ,

ಮಧ್ಯೆ ಯಾಕಿದೆ?. ಮೊದಲು ಇರ್ಬೇಕು.

ನೀವು ಸಾಲೊಳಗೆ  ಮೊದಲು ಇದ್ದಾಗ, ಇನ್ನೊಬ್ರು ಮುಂದೆ ಬಂದು ನಿಂತ್ರೆ ನಿಮಗೆ ಹೇಗಾಗುತ್ತೆ ಗುರುಗಳೇ ? ಮತ್ತೆ ಇದು ಪದೇ ಪದೇ ಆದ್ರೆ ಹೇಗಿರುತ್ತೆ ? ಸುಮ್ನಿರ್ತೀರಾ ?

#ಕನ್ನಡಮೊದಲು
#StopHindiImposition #ಹಿಂದಿ_ಹೇರಿಕೆ_ನಿಲ್ಲಿಸಿ","Bellary', full_name='Bellary, India', country_code='IN', country='India',",1521476799732928512,2022-05-03 13:08:31+00:00,"User(_api=<tweepy.api.API object at 0x11f72bd00>, _json={'id': 1360260300138639363, 'id_str': '1360260300138639363', 'name': 'Veeresh / ವೀರೇಶ್', 'screen_name': 'VeereshCycleK', 'location': 'Bellary, India', 'description': 'ಕನ್ನಡಿಗ', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 6, 'friends_count': 27, 'listed_count': 0, 'created_at': 'Fri Feb 12 16:11:58 +0000 2021', 'favourites_count': 383, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 61, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1519972936790142976/iPPe7QRO_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1519972936790142976/iPPe7QRO_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1360260300138639363/1651224739', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=1360260300138639363, id_str='1360260300138639363', name='Veeresh / ವೀರೇಶ್', screen_name='VeereshCycleK', location='Bellary, India', description='ಕನ್ನಡಿಗ', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=6, friends_count=27, listed_count=0, created_at=datetime.datetime(2021, 2, 12, 16, 11, 58, tzinfo=datetime.timezone.utc), favourites_count=383, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=61, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1519972936790142976/iPPe7QRO_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1519972936790142976/iPPe7QRO_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1360260300138639363/1651224739', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])","{'hashtags': [{'text': 'ಕನ್ನಡಮೊದಲು', 'indices': [245, 256]}, {'text': 'StopHindiImposition', 'indices': [257, 277]}, {'text': 'ಹಿಂದಿ_ಹೇರಿಕೆ_ನಿಲ್ಲಿಸಿ', 'indices': [278, 300]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Paii027', 'name': 'Nihal Pai 🦁', 'id': 1138810125269864449, 'id_str': '1138810125269864449', 'indices': [0, 8]}, {'screen_name': 'ajavgal', 'name': 'ಅರುಣ್ ಜಾವಗಲ್ | Arun Javgal', 'id': 74376606, 'id_str': '74376606', 'indices': [9, 17]}, {'screen_name': 'CMofKarnataka', 'name': 'CM of Karnataka', 'id': 2713703797, 'id_str': '2713703797', 'indices': [18, 32]}, {'screen_name': 'AmitShah', 'name': 'Amit Shah', 'id': 1447949844, 'id_str': '1447949844', 'indices': [33, 42]}, {'screen_name': 'BSBommai', 'name': 'Basavaraj S Bommai', 'id': 2955117367, 'id_str': '2955117367', 'indices': [43, 52]}, {'screen_name': 'JoshiPralhad', 'name': 'Pralhad Joshi', 'id': 2845994058, 'id_str': '2845994058', 'indices': [53, 66]}], 'urls': []}"
RadhaGokul1,"என்னடா‌ இது புது கதையா இருக்குது சிவப்பா இருக்கிறவன் பொய் சொல்ல மாட்டான் என்பது போல...

#StopHindiImposition https://t.co/kMNPbTCVnt","Saidapet', full_name='Saidapet, India', country_code='IN', country='India',",1521464518970249216,2022-05-03 12:19:43+00:00,"User(_api=<tweepy.api.API object at 0x11f72bd00>, _json={'id': 1081025294511702016, 'id_str': '1081025294511702016', 'name': 'Radhakrishnan Gokul', 'screen_name': 'RadhaGokul1', 'location': 'Royapuram, Fort Tondiarpet', 'description': 'மாநில துணை பொதுச் செயலாளர் பாமக', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 5811, 'friends_count': 1113, 'listed_count': 3, 'created_at': 'Fri Jan 04 03:11:29 +0000 2019', 'favourites_count': 2057, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 5993, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1517435217421774848/Q67p75Le_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1517435217421774848/Q67p75Le_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1081025294511702016/1546572703', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=1081025294511702016, id_str='1081025294511702016', name='Radhakrishnan Gokul', screen_name='RadhaGokul1', location='Royapuram, Fort Tondiarpet', description='மாநில துணை பொதுச் செயலாளர் பாமக', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=5811, friends_count=1113, listed_count=3, created_at=datetime.datetime(2019, 1, 4, 3, 11, 29, tzinfo=datetime.timezone.utc), favourites_count=2057, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=5993, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1517435217421774848/Q67p75Le_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1517435217421774848/Q67p75Le_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1081025294511702016/1546572703', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])","{'hashtags': [{'text': 'StopHindiImposition', 'indices': [88, 108]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1521464510556614659, 'id_str': '1521464510556614659', 'indices': [109, 132], 'media_url': 'http://pbs.twimg.com/media/FR1T6UoXMAMr9IH.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FR1T6UoXMAMr9IH.jpg', 'url': 'https://t.co/kMNPbTCVnt', 'display_url': 'pic.twitter.com/kMNPbTCVnt', 'expanded_url': 'https://twitter.com/RadhaGokul1/status/1521464518970249216/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 680, 'h': 680, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'large': {'w': 1068, 'h': 1068, 'resize': 'fit'}, 'medium': {'w': 1068, 'h': 1068, 'resize': 'fit'}}}]}"
morepavanRCB,"@Bollyhungama 

This idiotic mediahouse is writing all the rubbish without even knowing what was said https://t.co/aOj26AYMye

Stop spreading lies 
Go see his interview
atleast get the facts straight... ohh wait you dont need facts to write rubbish
#HindiIsNotNationalLanguage https://t.co/MBkpCX8Cth","Indore', full_name='Indore, India', country_code='IN', country='India',",1521446617500438530,2022-05-03 11:08:35+00:00,"User(_api=<tweepy.api.API object at 0x11387bd00>, _json={'id': 1348572835963301889, 'id_str': '1348572835963301889', 'name': 'Pavan More', 'screen_name': 'morepavanRCB', 'location': 'Vijayapura, India', 'description': 'ಹೆಮ್ಮೆಯ ಕನ್ನಡಿಗ, Surgeon, sports enthusiast♥️\nSIMS,Shivamogga,Karnataka.\nMGMMC,indore.\nSR CTVS @MGM SSH', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 14, 'friends_count': 72, 'listed_count': 0, 'created_at': 'Mon Jan 11 10:11:23 +0000 2021', 'favourites_count': 179, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 176, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1421433111485681670/78zEp_Ez_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1421433111485681670/78zEp_Ez_normal.jpg', 'profile_banner_url': 'https://pbs.twimg.com/profile_banners/1348572835963301889/1611555334', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=1348572835963301889, id_str='1348572835963301889', name='Pavan More', screen_name='morepavanRCB', location='Vijayapura, India', description='ಹೆಮ್ಮೆಯ ಕನ್ನಡಿಗ, Surgeon, sports enthusiast♥️\nSIMS,Shivamogga,Karnataka.\nMGMMC,indore.\nSR CTVS @MGM SSH', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=14, friends_count=72, listed_count=0, created_at=datetime.datetime(2021, 1, 11, 10, 11, 23, tzinfo=datetime.timezone.utc), favourites_count=179, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=176, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1421433111485681670/78zEp_Ez_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1421433111485681670/78zEp_Ez_normal.jpg', profile_banner_url='https://pbs.twimg.com/profile_banners/1348572835963301889/1611555334', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])","{'hashtags': [{'text': 'HindiIsNotNationalLanguage', 'indices': [249, 276]}], 'symbols': [], 'user_mentions': [{'screen_name': 'Bollyhungama', 'name': 'BollyHungama', 'id': 41549052, 'id_str': '41549052', 'indices': [0, 13]}], 'urls': [{'url': 'https://t.co/aOj26AYMye', 'expanded_url': 'https://www.bollywoodhungama.com/news/bollywood/sonu-nigam-responds-ajay-devgns-language-debate-says-lets-not-divide-people-country/', 'display_url': 'bollywoodhungama.com/news/bollywood…', 'indices': [102, 125]}], 'media': [{'id': 1521446591005347840, 'id_str': '1521446591005347840', 'indices': [277, 300], 'media_url': 'http://pbs.twimg.com/media/FR1DnRGaUAAD0M-.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FR1DnRGaUAAD0M-.jpg', 'url': 'https://t.co/MBkpCX8Cth', 'display_url': 'pic.twitter.com/MBkpCX8Cth', 'expanded_url': 'https://twitter.com/morepavanRCB/status/1521446617500438530/photo/1', 'type': 'photo', 'sizes': {'medium': {'w': 709, 'h': 1200, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'small': {'w': 402, 'h': 680, 'resize': 'fit'}, 'large': {'w': 1080, 'h': 1828, 'resize': 'fit'}}}]}"
AnkitKu05857858,"Magar mera sath nahi nibha sakte 🖤🖤
#truewords #fantasy #fashion #poetry #Hindi #HindiLanguage https://t.co/hCFKl3AWF2","Ranchi', full_name='Ranchi, India', country_code='IN', country='India',",1521443918872645634,2022-05-03 10:57:51+00:00,"User(_api=<tweepy.api.API object at 0x11a62fd00>, _json={'id': 1503014578493349889, 'id_str': '1503014578493349889', 'name': 'TheHeartlessBrain', 'screen_name': 'AnkitKu05857858', 'location': '', 'description': 'Why So Serious', 'url': None, 'entities': {'description': {'urls': []}}, 'protected': False, 'followers_count': 0, 'friends_count': 6, 'listed_count': 0, 'created_at': 'Sun Mar 13 14:26:45 +0000 2022', 'favourites_count': 2, 'utc_offset': None, 'time_zone': None, 'geo_enabled': True, 'verified': False, 'statuses_count': 3, 'lang': None, 'contributors_enabled': False, 'is_translator': False, 'is_translation_enabled': False, 'profile_background_color': 'F5F8FA', 'profile_background_image_url': None, 'profile_background_image_url_https': None, 'profile_background_tile': False, 'profile_image_url': 'http://pbs.twimg.com/profile_images/1503014706516164608/RjNg_Gdj_normal.jpg', 'profile_image_url_https': 'https://pbs.twimg.com/profile_images/1503014706516164608/RjNg_Gdj_normal.jpg', 'profile_link_color': '1DA1F2', 'profile_sidebar_border_color': 'C0DEED', 'profile_sidebar_fill_color': 'DDEEF6', 'profile_text_color': '333333', 'profile_use_background_image': True, 'has_extended_profile': True, 'default_profile': True, 'default_profile_image': False, 'following': False, 'follow_request_sent': False, 'notifications': False, 'translator_type': 'none', 'withheld_in_countries': []}, id=1503014578493349889, id_str='1503014578493349889', name='TheHeartlessBrain', screen_name='AnkitKu05857858', location='', description='Why So Serious', url=None, entities={'description': {'urls': []}}, protected=False, followers_count=0, friends_count=6, listed_count=0, created_at=datetime.datetime(2022, 3, 13, 14, 26, 45, tzinfo=datetime.timezone.utc), favourites_count=2, utc_offset=None, time_zone=None, geo_enabled=True, verified=False, statuses_count=3, lang=None, contributors_enabled=False, is_translator=False, is_translation_enabled=False, profile_background_color='F5F8FA', profile_background_image_url=None, profile_background_image_url_https=None, profile_background_tile=False, profile_image_url='http://pbs.twimg.com/profile_images/1503014706516164608/RjNg_Gdj_normal.jpg', profile_image_url_https='https://pbs.twimg.com/profile_images/1503014706516164608/RjNg_Gdj_normal.jpg', profile_link_color='1DA1F2', profile_sidebar_border_color='C0DEED', profile_sidebar_fill_color='DDEEF6', profile_text_color='333333', profile_use_background_image=True, has_extended_profile=True, default_profile=True, default_profile_image=False, following=False, follow_request_sent=False, notifications=False, translator_type='none', withheld_in_countries=[])","{'hashtags': [{'text': 'truewords', 'indices': [36, 46]}, {'text': 'fantasy', 'indices': [47, 55]}, {'text': 'fashion', 'indices': [56, 64]}, {'text': 'poetry', 'indices': [65, 72]}, {'text': 'Hindi', 'indices': [73, 79]}, {'text': 'HindiLanguage', 'indices': [80, 94]}], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 1521443915601047552, 'id_str': '1521443915601047552', 'indices': [95, 118], 'media_url': 'http://pbs.twimg.com/media/FR1BLicUcAAZ4TD.jpg', 'media_url_https': 'https://pbs.twimg.com/media/FR1BLicUcAAZ4TD.jpg', 'url': 'https://t.co/hCFKl3AWF2', 'display_url': 'pic.twitter.com/hCFKl3AWF2', 'expanded_url': 'https://twitter.com/AnkitKu05857858/status/1521443918872645634/photo/1', 'type': 'photo', 'sizes': {'small': {'w': 576, 'h': 576, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 576, 'h': 576, 'resize': 'fit'}, 'large': {'w': 576, 'h': 576, 'resize': 'fit'}}}]}"
